_bucket,id,ruling_id,source,issuing_country,jurisdiction,hs6,hs_code,chapter,product_name,material,material_composition,product_form,intended_use,conditional_rules,ruling_date,valid_from,valid_to,status,language,confidence_score,needs_manual_review,keywords,categories,collection,review_verdict,review_issue_category,review_notes
med_conf,565752,GB118028785,eu_ebti,GB,EU,210690,2106909260,21,"A 14 GRAM TIN OF FISH SHAPED SUGAR FREE MINTS, INGREDIENTS : SORBITOL, GUMBASE, MANNITOL,  NATURAL FLAVOUR, SILICON DIOXIDE, MAGNESIUM STEARATE, SOYBEAN OIL, SUCRALOSE, COLOURING.",tin,,,,,,2008-12-23,2014-12-22,expired,en,0.68,false,"[""MINT"",""SWEETS"",""WITHOUT SUGAR""]",,,,,
med_conf,565753,PLPL-WIT-2008-01338,eu_ebti,PL,EU,850440,8504403090,85,"Nieekranowana przetwornica prądu stałego (DC - DC converter), przeznaczona do notebooków, pamięci typu ""flash"" oraz pamięci programowalnych. Służy do bezpośredniego przekształcania czasowego przebiegu",,,,,,,2008-12-15,2014-12-14,expired,pl,0.6,false,"[""ELECTRIC"",""FOR COMPUTERS"",""NOTEBOOK COMPUTERS"",""STATIC CONVERTERS""]",,,,,
med_conf,565761,GB500523994,eu_ebti,GB,EU,853710,8537109999,85,"A 4 X 4 VGA AND STEREO AUDIO MATRIX SWITCHER, USED TO ROUTE HIGH RESOLUTION COMPUTER VIDEO AND STEREO AUDIO SIGNALS.  FEATURES 300 MHz RGB VIDEO BANDWIDTH, FULLY LOADED; TRIPLE ACTION SWITCHING FOR RG",,,,,,,2008-12-17,2014-12-16,expired,en,0.6,false,"[""COMPONENTS AND CONTROL EQUIPMENT"",""FOR AUDIO SIGNALS"",""FOR VIDEO SIGNALS"",""MATRIX SWITCHER"",""SWITCHING APPARATUS"",""WITH VIDEO INPUT"",""WITH VIDEO OUTPUT""]",,,,,
med_conf,565759,GB500523701,eu_ebti,GB,EU,853710,8537109999,85,"A FOUR INPUT, 1 OUTPUT  ACTIVE STEREO AUDIO SWITCHER, UTILISING CAPTIVE SCREW CONNECTORS.  INPUTS ONE THROUGH FOUR PROVIDE UNBALANCED AUDIO WHILE AN ADDITIONAL INPUT IS AN ACTIVE AUXILIARY LINE LEVEL",,,,,,,2008-12-17,2014-12-16,expired,en,0.6,false,"[""AUDIO SWITCHER"",""COMPONENTS AND CONTROL EQUIPMENT"",""CONTROL BUTTONS"",""FOR AUDIO SIGNALS"",""STEREO"",""SWITCHING APPARATUS"",""WITH AUDIO INPUT"",""WITH AUDIO OUTPUT""]",,,,,
med_conf,565760,GB500523896,eu_ebti,GB,EU,851769,8517699090,85,"A MINI TWISTED PAIR RECEIVER USED IN CONJUNCTION WITH TWISTED PAIR TRANSMITTERS. THE RECEIVER ACCEPTS  LONG DISTANCE TRANSMISSIONS, VGA AND RS-232 SERIAL CONTROL SIGNALS ,TO PRESENTATION DISPLAYS OVER",,,,,,,2008-12-17,2014-12-16,expired,en,0.6,false,"[""COMMUNICATION EQUIPMENT"",""CONNECTED BY LINE"",""FOR VIDEO SIGNALS"",""INFORMATION TECHNOLOGY"",""RECEIVERS""]",,,,,
med_conf,565762,GB500526104,eu_ebti,GB,EU,731811,7318110000,73,A COLD FORMED STEEL COACH SCREW.  THE PRODUCT IS PROTECTED FROM CORROSIION BY A ZINC PLATED FINISH.,steel,,,,,,2008-12-17,2014-12-16,expired,en,0.68,false,"[""COACH SCREWS"",""OF STEEL"",""PLATED"",""THREADED"",""ZINC""]",,,,,
med_conf,565776,DEB/3141/08-1,eu_ebti,DE,EU,950300,95030049900,95,"Spielzeug, ein nichtmenschliches Wesen darstellend, kein Füllmaterial enthaltend, aus Kunststoff, sog. Motiv ""Monster Teeth"" der Aktion ""Mc Donald's - Scooby Doo 2009"". Die ca. 8 cm hohe Kunststofffig",,,,,,,2008-12-15,2014-12-14,expired,de,0.6,false,"[""MONKEYS"",""OF PLASTICS"",""TOYS""]",,,,,
med_conf,565777,DEB/3164/08-1,eu_ebti,DE,EU,920600,9206000000,92,"Schlaginstrument, sog. Schellenband (Artikel-Nr. 61996), bestehend aus einem mehrfarbigen Spinnstoffband mit Klettverschluss (im geöffneten Zustand ca. 23 cm lang) und vier vernieteten Schellen in For",,,,,,,2008-12-16,2014-12-15,expired,de,0.6,false,"[""OF TEXTILE MATERIAL"",""PERCUSSION INSTRUMENTS"",""TOYS""]",,,,,
med_conf,565778,DEF/6549/08-1,eu_ebti,DE,EU,500720,50072069900,50,"Gewebe (lt. Antrag: ""Dupionseide"") - als Meterware, - (lt. ergänzenden Antragsangaben) mit einer Breite von 110 cm, - aus Seide (endlos; die Kette ist ein gezwirntes Garn aus Seide,    der Schuss ist",,,,,,,2008-11-25,2014-11-24,expired,de,0.6,false,"[""SILK"",""WOVEN FABRICS""]",,,,,
med_conf,565779,DEF/6570/08-1,eu_ebti,DE,EU,611030,61103099,61,"Pulloverähnliches Kleidungsstück, sog. T-Shirt für Frauen, Artikel 12L-40411, Größe M, siehe Foto, - aus 1,1 mm dicken, bedruckten Gewirken aus laut Antrag 71% Viskose und 29% Nylon    (Polyamid - bei",nylon,"{""nylon"":29}",,clothing,,,2008-11-25,2014-11-24,expired,de,0.64,false,"[""FOR UNISEX"",""NOT LIGHT WEIGHT"",""OF MAN-MADE FIBRE""]",,,,,
med_conf,565780,DEF/6573/08-1,eu_ebti,DE,EU,640419,64041990000,64,"Freizeitschuhe (lt. Antrag: ""Club Selecao # 1000 - 0003, Obermaterial Denim"", siehe Foto) - mit Laufsohlen aus (lt. Antrag) Kautschuk, - mit Oberteil (geschlossenes Blatt) aus Spinnstoff, - auf das Ob",denim,,,,,,2008-11-25,2014-11-24,expired,de,0.68,false,"[""CASUAL FOOTWEAR"",""LOW SIDED SHOES"",""OF PLASTICS"",""OF RUBBER"",""OF TEXTILE MATERIAL"",""OUTER SOLES"",""UPPERS"",""FOOTWEAR""]",,,,,
med_conf,565781,DEF/6579/08-1,eu_ebti,DE,EU,640291,64029190000,64,Freizeitstiefel - siehe Abbildung - mit Laufsohlen aus Kunststoff (lt. Antrag)  - mit Oberteil (geschlossenes Blatt) aus Kunststoff (Spinnstoff mit einer mit dem bloßen   Auge wahrnehmbaren Außenschic,,,,,,,2008-11-26,2014-11-25,expired,de,0.6,false,"[""BOOTS"",""OF PLASTICS"",""OUTER SOLES"",""UPPERS"",""FOOTWEAR"",""WITH VELCRO""]",,,,,
med_conf,565782,DEF/6594/08-1,eu_ebti,DE,EU,640419,64041990000,64,"Freizeitschuhe, siehe Abbildung - mit Laufsohlen aus Kunststoff (lt. Antrag) - mit Oberteil (geschlossenes Blatt) aus Spinnstoff - mit Verstärkungsteilen aus Spinnstoff (an der Hinterkappe, Schnürleis",,,,,,,2008-11-26,2014-11-25,expired,de,0.6,false,"[""CASUAL FOOTWEAR"",""FASHIONABLE"",""OF PLASTICS"",""OF TEXTILE MATERIAL"",""OUTER SOLES"",""UPPERS"",""FOOTWEAR"",""WITH DECORATION"",""WITH TOP STITCHING""]",,,,,
med_conf,565783,DEF/6628/08-1,eu_ebti,DE,EU,610620,6106200000,61,"Hemdbluse, sog. Damenjacke, Größe M, siehe Foto, - aus verschiedenen, 1,1 mm dicken (somit nicht leichten) Gewirken aus laut Antrag    70% Viskose und 30% Polyamid (beides Chemiefasern), - mit 12 Masc",,,,,,,2008-11-27,2014-11-26,expired,de,0.6,false,"[""FOR UNISEX"",""OF MAN-MADE FIBRE"",""SHIRT-BLOUSES"",""WITH ZIP FASTENER"",""WITHOUT COLLAR""]",,,,,
med_conf,565787,DEF/6642/08-1,eu_ebti,DE,EU,640299,64029939000,64,"Freizeitsandalen (lt. Antrag: ""Schuhe Blatt aus Riemen"", siehe Foto) - mit Laufsohlen aus (lt. Antrag) Kunststoff, - mit Oberteil (nicht geschlossenes Blatt; nicht mit der Sohle durch Zapfen   zusamme",,,,,,,2008-12-02,2014-12-01,expired,de,0.6,false,"[""OF PLASTICS"",""OF TEXTILE MATERIAL"",""OUTER SOLES"",""UPPERS"",""FOOTWEAR"",""WITH VELCRO"",""WITHOUT METAL PROTECTION""]",,,,,
med_conf,565788,DEF/6653/08-1,eu_ebti,DE,EU,620630,62063000900,62,"Bluse, sog. Tunika ( Art.-Nr. 597-498), Größe 152, siehe Foto, - aus 0,3 mm dicken, leichten, maschinell bedruckten Geweben aus laut Antrag 100 % Baumwolle, - über den Schritt reichend (Rückenlänge: 6",,,,,,,2008-12-02,2014-12-01,expired,de,0.6,false,"[""BLOUSES"",""FOR UNISEX"",""OF COTTON"",""OF WOVEN FABRIC"",""WITHOUT FASTENING"",""WITHOUT OPENING""]",,,,,
med_conf,565790,DEF/6674/08-1,eu_ebti,DE,EU,620293,6202930000,62,"Windjackenähnliches Kleidungsstück, sog. Womens Softshell Jacket, Artikel 7810F, Größe M, siehe Foto, - aus einem 1,4 mm dicken, zweilagigen, verklebten Flächenerzeugnis mit einer    (charakterbestim",,,,clothing,,,2008-12-03,2014-12-02,expired,de,0.6,false,"[""GLUED"",""LAMINATED TEXTILES"",""OF WOVEN FABRIC""]",,,,,
med_conf,565791,DEF/6677/08-1,eu_ebti,DE,EU,621133,6211339000,62,"Weste, sog. Men's Softshell Vest, Artikel 7805F, Größe L, siehe Foto, - aus einem 1,4 mm dicken, zweilagigen, verklebten Flächenerzeugnis mit einer    (charakterbestimmenden) Außenlage aus Geweben und",,,,,,,2008-12-03,2014-12-02,expired,de,0.6,false,"[""GLUED"",""LAMINATED TEXTILES"",""OF WOVEN FABRIC"",""WAISTCOATS""]",,,,,
med_conf,565792,DEF/6694/08-1,eu_ebti,DE,EU,630790,6307901000,63,"Andere konfektionierte Spinnstoffware, sog. Katzenspielzeug Swirl, Artikel 409693, siehe Foto,  - in Form eines Pompons auf einer Spiralfeder (Gesamthöhe: ca. 27 cm), - mit einem runden, ca. 2 cm dick",,,,,,,2008-12-08,2014-12-07,expired,de,0.6,false,"[""FINE KNIT FABRICS"",""FOR ANIMALS"",""FOR CATS"",""HAIRSPRINGS"",""MADE UP"",""QUILLS"",""WOOD""]",,,,,
med_conf,565801,NLRTD-2007-002640,eu_ebti,NL,EU,392099,3920992810,39,"Reflecterende foliën, bestaande uit een gemetalliseerde laag polyurethaan voorzien van een laag microbolletjes en aan de andere zijde voorzien van een ""hot melt"" laag van polyurethaan. De ""hot melt"" l",,,,,,,2007-08-10,2008-12-31,expired,nl,0.6,false,"[""AS ROLLS"",""FOILS"",""METALLIZED"",""MICROSPHERES"",""OF POLYURETHANE"",""SELF-ADHESIVE""]",,,,,
med_conf,565802,NLRTD-2007-002893,eu_ebti,NL,EU,340290,3402909090,34,Een vloeibaar mengsel met een heldere kleur bestaande uit oplosmiddelen bedoeld voor het reinigen/schoonmaken van de videojet printer en printer componenten. Het mengsel is verpakt in een kartonnen do,,,,,,,2007-09-13,2008-12-31,expired,nl,0.6,false,"[""AS LIQUID"",""DETERGENTS"",""FOR CLEANING"",""IN BOTTLES"",""METHANOL""]",,,,,
med_conf,565812,DEF/5132/08-1,eu_ebti,DE,EU,610610,61061000,61,"Hemdbluse für Frauen, sog. Polohemd für Damen, Artikel: 78331, Größe 38, siehe Foto, - aus 0,6 mm dicken, buntgewirkten Gewirken aus lt. Antrag 60 % Baumwolle und 40 % Polyester   (synthetische Chemie",polyester,"{""polyester"":40}",,,,,2008-09-08,2014-09-07,expired,de,0.64,false,"[""COTTON"",""POLO SHIRTS"",""RIGHT OVER LEFT"",""SHIRT-BLOUSES"",""WITH OPENING""]",,,,,
med_conf,565813,DEF/5133/08-1,eu_ebti,DE,EU,610910,61091000,61,"T-Shirt, sog. Kinder Langarmshirt, Artikel: 78401, Größe 152, siehe Foto, - aus 0,6 mm dicken buntgewirkten Gewirken aus lt. Antrag  60 % Baumwolle und    40 % Polyester (synthetische Chemiefasern), -",polyester,"{""polyester"":40}",,clothing,,,2008-09-08,2014-09-07,expired,de,0.64,false,"[""LIGHT WEIGHT"",""OF COTTON"",""POLYESTERS"",""T-SHIRTS"",""WITHOUT OPENING""]",,,,,
med_conf,565814,DEF/5134/08-1,eu_ebti,DE,EU,610910,61091000,61,"Modisches Unterhemd, sog. Top, Artikel: 78383, Größe 38, siehe Foto, - aus 0,6 mm dicken, buntgewirkten Gewirken aus lt. Antrag 60 % Baumwolle und    40 % Polyester (synthetische Chemiefasern), - über",polyester,"{""polyester"":40}",,,,,2008-09-08,2014-09-07,expired,de,0.64,false,"[""COTTON"",""FINE KNIT FABRICS"",""TOPS""]",,,,,
med_conf,565815,DEF/5135/08-1,eu_ebti,DE,EU,611420,61142000,61,"Andere Kleidung, sog. Kapuzenshirt, Artikel: 78402, Größe 152, siehe Foto, - aus 0,6 mm dicken, buntgewirkten Gewirken aus lt. Antrag 60 % Baumwolle und    40 % Polyester (synthetische Chemiefasern),",polyester,"{""polyester"":40}",,,,,2008-09-08,2014-09-07,expired,de,0.64,false,"[""COTTON"",""FINE KNIT FABRICS"",""HOODS"",""WITH OPENING"",""WITH ZIP FASTENER""]",,,,,
med_conf,565816,DEF/5136/08-1,eu_ebti,DE,EU,610910,61091000,61,"T-Shirt, sog. T-Shirt, Artikel: 78395, Größe 38, siehe Foto, - aus 0,6 mm dicken buntgewirkten Gewirken aus lt. Antrag  60 % Baumwolle und    40 % Polyester (synthetische Chemiefasern), - über die Tai",polyester,"{""polyester"":40}",,clothing,,,2008-09-08,2014-09-07,expired,de,0.64,false,"[""LIGHT WEIGHT"",""OF COTTON"",""POLYESTERS"",""T-SHIRTS"",""WITHOUT OPENING""]",,,,,
med_conf,565826,DEHH/2020/08-1,eu_ebti,DE,EU,392690,39269097900,39,"Die Ware stellt einen nach vorn gebeugten Zwerg auf einem als Grasfläche strukturierten Sockel dar, der auf dem Rücken ein stilisiertes Holzfass trägt.  Das ca. 10,5 x 14, 5 x 24,7 cm (L x B X H) gro",,,,accessories,,,2008-12-19,2014-12-18,expired,de,0.6,false,"[""CASKS"",""OF PLASTICS"",""POTS"",""WITH PLASTIC""]",,,,,
med_conf,565828,DEHH/2021/08-1,eu_ebti,DE,EU,392690,39269092900,39,"""Regenverdeck für Fahrradanhänger Croozer Cargo"" Die Ware ist ein Regenschutz aus transparenten Kunststofffolien (lt. Antragsangaben: PVC), die an den Rändern mit Nylonstreifen eingefasst sind. Das q",pvc,,,,,,2008-12-19,2014-12-18,expired,de,0.68,false,"[""CASINGS"",""OF PLASTICS"",""PLASTICS"",""WITH TEXTILE MATERIAL""]",,,,,
med_conf,565829,DEHH/2022/08-1,eu_ebti,DE,EU,392690,39269092900,39,"Die Ware ist ein Luftkissen (flachliegend: ca. 35 x 26 cm groß) aus aufblasbaren, miteinander verschweißten Folien aus Kunststoffen im Sinne der Anmerkung 1 zu Kapitel 39, das über ein eingeschweißtes",,,,,,,2008-12-19,2014-12-18,expired,de,0.6,false,"[""AIR CUSHIONS"",""CUSHIONS"",""INFLATABLE"",""OF PLASTICS"",""PLASTICS""]",,,,,
med_conf,565831,DEF/5138/08-1,eu_ebti,DE,EU,610990,6109902000,61,"Unterhemd, sog. BH-Hemd, Größe 80 B, siehe Foto, - charakterbestimmend aus 0,5 mm dicken, einfarbigen, durchscheinenden Gewirken aus lt. Antrag    100% Chemiefasern; am Büstenteil und am unteren Rand",,,,,,,2008-09-05,2014-09-04,expired,de,0.6,false,"[""EMBROIDERY"",""FINE KNIT FABRICS"",""OF MAN-MADE FIBRE"",""UPHOLSTERED"",""VESTS"",""UNDERGARMENTS"",""WITHOUT FASTENING"",""WITHOUT OPENING""]",,,,,
med_conf,565836,DEHH/2024/08-1,eu_ebti,DE,EU,392690,39269097900,39,"""Kühlbeißring"" Die Ware ist ein so genannter Kühlbeißring in Form einer stilisierten Blüte. Sie besteht aus Kunststoffen im Sinne der Anmerkung 1 zu Kapitel 39. Das mit einer wässrigen Lösung gefüll",,,,,,,2008-12-22,2014-12-21,expired,de,0.6,false,"[""FLOWERS"",""PARTS OF PLANTS"",""OF PLASTICS"",""PLASTICS"",""WITH PLASTIC""]",,,,,
med_conf,565837,DEHH/2031/08-1,eu_ebti,DE,EU,392640,3926400000,39,"Ziergegenstand aus Kunststoffen  Die als ""Big Dux"" bezeichnete Ware stellt ein nahezu maßstabsgetreues, überdimensionales Schuhmodell dar.  Das Oberteil und die Laufsohle der etwa 53 (L) x 22 (B) x",,,,,,,2008-12-22,2014-12-21,expired,de,0.6,false,"[""DECORATIVE ITEM"",""OF PLASTICS"",""PLASTICS"",""SHOES""]",,,,,
med_conf,565838,DEM/4589/08-1,eu_ebti,DE,EU,210690,210690984570020,21,"Pekmez Traubenirup Etikettiertes Original-Glas (400 g), mit der Aufschrift ""Pekmezi, Traubensirup"" und weiteren Angaben zu den Zu- taten und zu dem Hersteller (mehrsprachig). Inhalt: Dunkelbrauner, k",,,,,,,2008-09-23,2008-12-17,expired,de,0.6,false,"[""AS SYRUPS"",""FOOD PREPARATION"",""GLUCOSE"",""SUGARS""]",,,,,
med_conf,565858,DEM/6128/08-1,eu_ebti,DE,EU,848190,84819000900,84,"Hebel  - mit Steckaufnahme und Schraubbohrung zur Befestigung, einem flachen, langen und     geraden Griff, aus Zink mit verchromter Oberfläche,   - nach Montage an eine Mischbatterie zur Regulierung",,,,,,,2008-12-02,2014-12-01,expired,de,0.6,false,"[""LEVERS"",""OF ZINC"",""PLATED WITH CHROMIUM"",""SECTIONS""]",,,,,
med_conf,565841,FR-E4-2007-004872,eu_ebti,FR,EU,621710,6217100090,62,"OUVRAGE CONFECTIONNE, DE TYPE GRAND BAVOIR POUR ADULTE, EN TISSU (67 % POLYESTER, 33 % COTON), AVEC UNE DOUBLURE EN MATIERE PLASTIQUE (POLYCHLORURE DE VINYLE), AVEC UN BIAIS SUR SON POURTOUR. IL S'ATT",polyester,"{""polyester"":67}",,,,,2008-12-12,2014-12-11,expired,fr,0.68,false,"[""BIBS"",""CURBS"",""FOR ADULTS"",""OF POLYVINYL CHLORIDE"",""OF SYNTHETIC FIBRE"",""OF WOVEN FABRIC"",""SEWN"",""WITH LINING"",""WITH PRESS-FASTENER""]",,,,,
med_conf,565842,GB117644765,eu_ebti,GB,EU,382200,3822000000,38,LABORATORY REAGENT. AN ENZYME PRESENTED IN KIT FORM.  THE ENZYME IS PRESENTED IN A REAGENT BUFFER  AND ALSO CONTAINS IN A SEPARATE  BOTTLE A REACTION BUFFER. THE KIT IS FOR USE IN GENERATING RECOMBINA,,,,packaging,,,2008-12-29,2014-12-28,expired,en,0.6,false,"[""BUFFERED SOLUTIONS"",""ENZYMES"",""FOR LABORATORY USE"",""FOR SCIENTIFIC RESEARCH"",""REAGENTS""]",,,,,
med_conf,565843,GB118022314,eu_ebti,GB,EU,611430,6114300000,61,GAME SET CONSISTING OF TWO KNITTED POLYESTER JUMP SUITS WITH VELCRO PANELS STITCHED TO THE FRONT AND BACK.  THE GAME CONSISTS OF THREE DICE MADE FROM POLYESTER MATERIAL WITH VARIOUS INSTRUCTIONS ON. T,polyester,,knitted,toy,,,2008-12-29,2014-12-28,expired,en,0.71,false,"[""DICE"",""FOR CHILDREN"",""GAMES"",""GARMENTS"",""OF TEXTILE MATERIAL"",""OVERALLS""]",,,,,
med_conf,565844,GB118030414,eu_ebti,GB,EU,190590,1905906000,19,"STRUDEL ENERGY BAR. INGREDIENTS: RICE SYRUP, ROLLED OATS, APPLE, WHEY PROTEIN, APPLE JUICE, RAISINS, CRANBERRIES, HEMP SEED, PUFFED QUINOA, CINNAMON. NET WEIGHT 65 GRAMS. PRODUCT IS BAKED.",hemp,,rolled,agricultural,,,2008-12-29,2014-12-28,expired,en,0.71,false,"[""APPLE JUICE"",""APPLES"",""AS BARS"",""BAKERY PRODUCTS"",""CRANBERRIES"",""HEMP SEEDS"",""QUINOA"",""RAISINS"",""RICE CRISP"",""RICE SYRUP"",""ROLLED OATS"",""WHEY PROTEIN""]",,,,,
med_conf,565845,GB118030512,eu_ebti,GB,EU,190590,1905906000,19,"LIQUORICE ENERGY BAR. INGREDIENTS: RICE SYRUP, ROLLED OATS, COCONUT, RICE CRISP, WHEY PROTEIN, LIQUORICE, FENNEL SEEDS, HEMP SEED. NET WEIGHT 65 GRAMS. PRODUCT IS BAKED.",hemp,,rolled,agricultural,,,2008-12-29,2014-12-28,expired,en,0.71,false,"[""AS BARS"",""BAKERY PRODUCTS"",""COCONUT"",""FENNEL SEEDS"",""HEMP SEEDS"",""LIQUORICE"",""RICE CRISP"",""RICE SYRUP"",""ROLLED OATS"",""WHEY PROTEIN""]",,,,,
med_conf,565878,ES-ADUANAS-2008-000046,eu_ebti,ES,EU,160249,1602491900,16,Preparación alimenticia elaborada con piel de cerdo deshidratada y frita en su propia grasa que se presenta en bolsas de 90 gramos.,,,,,,,2008-02-11,1900-01-01,expired,es,0.6,false,"[""EDIBLE MEAT OFFAL"",""FOOD PREPARATION""]",,,,,
med_conf,565846,DEF/5143/08-1,eu_ebti,DE,EU,611780,61178080,61,"Stirnband (Bekleidungszubehör), sog. Stirnband für Kinder, Artikel 78912, siehe Foto, - mit einem Umfang von ca. 46 cm und einer Breite von 5,5 cm (an den Ohren   mit einer Breite von bis zu 7 cm), -",polyester,"{""polyester"":40}",,,,,2008-09-05,2014-09-04,expired,de,0.64,false,"[""CLOTHING ACCESSORIES"",""FINE KNIT FABRICS"",""OF COTTON"",""OF MAN-MADE FIBRE""]",,,,,
med_conf,565849,GB116056987,eu_ebti,GB,EU,903032,9030320000,90,"THIS HANDHELD MULTIMETER HAS A BACKLIT  DIGITAL DISPLAY AND  ANALOGUE BARGRAPH DISPLAY. IT FEATURES A  MINIMUM, MAXIMUM AND AVERAGE READING MEMORY AS WELL AS A READING HOLD FEATURE. DIMENSIONS 4.3 CM",,,,electrical,,,2007-02-06,1900-01-01,expired,en,0.6,false,"[""BATTERY-OPERATED"",""BY BATTERY"",""FOR MEASURING ELECTR. QUANTITIES"",""FOR VOLTAGE MEASUREMENT"",""MULTIMETERS"",""POWER-OPERATED HAND TOOLS"",""WITH RECORDING DEVICE""]",,,,,
med_conf,565850,GB116058393,eu_ebti,GB,EU,903032,9030320000,90,"AN OPTICAL MULTIMETER FOR OPTICAL COMPONENTS.  IT HAS 2 MODULE SLOTS FOR HOSTING LASER MODULES, LASER SOURCES AND SENSORS.  IT ALSO COMPRISES OF A POWER SUPPLY, CPU, HARD DISK DRIVE AND A GRAPHICAL AC",,,,optical,,,2007-02-06,1900-01-01,expired,en,0.6,false,"[""MULTIMETERS"",""OPTICAL TYPE MEASURING EQUIPMENT"",""WITH A RECORDING DEVICE""]",,,,,
med_conf,565851,FR-E4-2007-000120,eu_ebti,FR,EU,630493,6304930000,63,"HOUSSE DE COUSSIN, EN TISSU 100% POLYESTER, DE DIMENSION 40 CM X 40 CM, COMPORTANT SUR LA FACE ARRIERE UNE OUVERTURE ET QUATRE LANIERES, DES MOTIFS IMPRIMES SUR LA FACE AVANT, BORDURES ENTIEREMENT OUR",polyester,"{""polyester"":100}",,,,,2007-01-30,1900-01-01,expired,fr,0.68,false,"[""AT THE FRONT"",""BACK"",""COVERS"",""CURBS"",""CUSHIONS"",""POLYESTERS"",""PRINTED"",""STRAPS"",""WITH HEM"",""WITH MOTIF"",""WITH OPENING"",""WOVEN FABRICS""]",,,,,
med_conf,565852,DEK/155/07-1,eu_ebti,DE,EU,732393,7323939000,73,"Es handelt sich um runde, im Durchmesser verstellbare (etwa 16  - 33 cm), etwa 8 cm hohe, aus nicht rostendem Stahlblech (18/0, lt. Antragsstellerangabe) gefertigte Erzeugnisse. Sie sind zur Verwendun",,,,,,,2007-02-01,1900-01-01,expired,de,0.6,false,"[""ADJUSTABLE"",""KITCHENWARE"",""OF BASE METALS"",""OF STEEL""]",,,,,
med_conf,565855,DEM/6075/08-1,eu_ebti,DE,EU,850431,85043180900,85,"Transformator, - aus drei induktiv gekoppelten Kupferdrahtwicklungen auf einem gemeinsamen Ferritkern,   in einem Gehäuse mit mehreren Anschlüssen, - mit einer Leistung von weniger als 1kVA, - zum Ein",,,,,,,2008-12-01,2014-11-30,expired,de,0.6,false,"[""ELECTRIC"",""TRANSFORMERS""]",,,,,
med_conf,565856,DEM/6076/08-1,eu_ebti,DE,EU,850431,85043180900,85,"Transformator, - aus vier induktiv gekoppelten Kupferdrahtwicklungen auf einem gemeinsamen Ferritkern,   in einem Gehäuse mit mehreren Anschlüssen, - mit einer Leistung von weniger als 1kVA, - zum Ein",,,,,,,2008-12-01,2014-11-30,expired,de,0.6,false,"[""ELECTRIC"",""TRANSFORMERS""]",,,,,
med_conf,565857,DEM/6122/08-1,eu_ebti,DE,EU,442190,4421909100,44,"""Tablett"", - bestehend aus einem Boden mit Rahmen, aus Holzfaserplatten, schwarz lackiert    (ca. 37,3 x 26,7 x 2,7 cm), - Oberfläche mit Schaumstoffpolsterung und heller Kunststofffolie beklebt, - Rü",,,,,,,2008-12-02,2014-12-01,expired,de,0.6,false,"[""ASSEMBLED"",""FIBREBOARD"",""PAPERBOARD"",""PLASTIC SHEETS"",""WOOD""]",,,,,
med_conf,565859,DEM/6195/08-1,eu_ebti,DE,EU,440929,44092999000,44,"Massivdiele, - Massivholzbrett aus Laubholz (Siari; lt. Antragsteller), rechteckig, entlang aller    Kanten profiliert (Nut und Feder ausgefräst), unterseitig auf der ganzen Länge mit Rillen    verseh",,,,,,,2008-12-04,2014-12-03,expired,de,0.6,false,"[""ARTICLES OF WOOD"",""FLOOR COVERINGS"",""LEAFWOOD"",""OF WOOD"",""PROFILED""]",,,,,
med_conf,565860,DEM/6208/08-1,eu_ebti,DE,EU,440929,44092999000,44,"Massivdiele, - Massivholzbrett aus Laubholz (Imbuya; lt. Antragsteller), rechteckig, entlang aller    Kanten profiliert (Nut und Feder ausgefräst), unterseitig auf der ganzen Länge mit Rillen    verse",,,,,,,2008-12-04,2014-12-03,expired,de,0.6,false,"[""ARTICLES OF WOOD"",""FLOOR COVERINGS"",""LEAFWOOD"",""OF WOOD"",""PROFILED""]",,,,,
med_conf,565861,DEK/163/07-1,eu_ebti,DE,EU,711719,71171999000,71,"Unvollständiger Ohrschmuck in Form von Ohrringen aus unedlem Metall mit einer Öse, an der ein Schmuckanhänger (nicht Gegenstand dieser vZTA) angebracht werden kann. Der Ohrring ist mithilfe eines Schn",,,,,,,2007-02-01,1900-01-01,expired,de,0.6,false,"[""EARRINGS"",""OF BASE METALS""]",,,,,
med_conf,565862,DEK/164/07-1,eu_ebti,DE,EU,711719,71171999000,71,"Unvollständiger Ohrschmuck in Form von Ohrhaken oder -hänger aus unedlem Metall mit einer Öse, an der ein Schmuckanhänger (nicht Gegenstand dieser vZTA) angebracht werden kann. Abbildung siehe Anlage",,,,,,,2007-02-01,1900-01-01,expired,de,0.6,false,"[""EARRINGS"",""OF BASE METALS""]",,,,,
med_conf,565863,DEK/165/07-1,eu_ebti,DE,EU,711719,71171999000,71,"Unvollständiger Ohrschmuck in Form von Ohrsteckern ohne Verschluss, aus unedlem Metall, versehen mit einer Öse, an der ein Schmuckanhänger (nicht Gegenstand dieser vZTA) angebracht werden kann. Abbil",,,,,,,2007-02-01,1900-01-01,expired,de,0.6,false,"[""EARRINGS"",""OF BASE METALS""]",,,,,
med_conf,565864,FR-E4-2008-000466,eu_ebti,FR,EU,391810,3918109000,39,"REVETEMENT DE SOL AUTO-ADHESIF, EN FORME DE DALLES, EN POLYMERES DE CHLORURE DE VYNYLE, DE DIMENSION 30 CM X 30 CM, D'UNE EPAISSEUR DE 1.2 MM, IL EST MUNI D'UNE FEUILLE DE PAPIER POUR LA PROTECTION DE",,,,,,,2008-03-03,1900-01-01,expired,fr,0.6,false,"[""FLOOR COVERINGS"",""PAVING SLABS"",""POLYVINYL CHLORIDE"",""SELF-ADHESIVE""]",,,,,
